Time[fs] MSD(Mn) MSD(O) MSD(Y) VAC(Mn) VAC(O) VAC(Y) Samples(Mn) Samples(O) Samples(Y) VAC_trunc(Mn) VAC_trunc(O) VAC_trunc(Y) Jt 
811.5 0.00615491 0.00648476 0.00680639 0.0200081 0.000727055 -0.000853522 7704 7704 23112 0.0172517 0.000626894 -0.000735938 0.00145018
813 0.00616525 0.00649606 0.00681621 0.0174721 -0.0012957 -0.000514099 7704 7704 23112 0.0150564 -0.00111656 -0.000443019 0.0133485
814.5 0.00617584 0.00650748 0.00682572 0.0135766 -0.00138576 -0.000615451 7704 7704 23112 0.0116928 -0.00119347 -0.000530052 0.0169055
816 0.00618643 0.00651831 0.0068358 0.0109151 -0.00324779 -0.000546584 7704 7704 23112 0.00939508 -0.00279551 -0.000470468 0.0121964
817.5 0.00619701 0.0065292 0.00684624 0.00854156 -0.0048029 -0.00057174 7704 7704 23112 0.00734781 -0.00413166 -0.000491835 0.0211851
819 0.00620734 0.00653992 0.00685537 0.00623588 -0.00759162 -0.000909625 7704 7704 23112 0.00536124 -0.00652682 -0.000782042 0.0298292
820.5 0.00621741 0.00655126 0.00686406 0.00484582 -0.0112775 -0.000744549 7704 7704 23112 0.00416372 -0.00969006 -0.000639746 0.0270705
822 0.00622731 0.00656199 0.00687276 0.00295219 -0.0137124 -0.00155972 7704 7704 23112 0.00253515 -0.0117754 -0.00133939 0.0212113
823.5 0.00623753 0.00657251 0.00688166 0.00077948 -0.0159388 -0.00228316 7704 7704 23112 0.000668976 -0.0136792 -0.00195948 0.0186648
825 0.0062477 0.00658277 0.00689039 0.000256729 -0.0176713 -0.0035592 7704 7704 23112 0.000220204 -0.0151572 -0.00305283 0.0198736
826.5 0.00625838 0.00659274 0.0068997 -0.000338065 -0.0211737 -0.00582937 7704 7704 23112 -0.000289797 -0.0181506 -0.00499707 0.0236109
828 0.00626902 0.0066031 0.00690906 -0.00303945 -0.023231 -0.00706356 7704 7704 23112 -0.00260395 -0.0199024 -0.00605147 0.0239559
829.5 0.0062797 0.00661354 0.00691789 -0.00681014 -0.0227197 -0.00881243 7704 7704 23112 -0.00583091 -0.0194528 -0.0075453 0.0237139
831 0.00629028 0.00662345 0.00692701 -0.010932 -0.0233752 -0.00995251 7704 7704 23112 -0.00935458 -0.0200022 -0.00851639 0.0284884
832.5 0.00630068 0.00663325 0.00693639 -0.014564 -0.0237255 -0.0108587 7704 7704 23112 -0.012455 -0.0202899 -0.00928632 0.0303909
834 0.00631072 0.00664287 0.0069442 -0.01636 -0.0260181 -0.0118843 7704 7704 23112 -0.0139826 -0.0222373 -0.0101573 0.0253505
835.5 0.00632042 0.00665282 0.00695132 -0.0184418 -0.0301173 -0.0123379 7704 7704 23112 -0.0157525 -0.0257254 -0.0105387 0.0189151
837 0.00632987 0.00666204 0.00695836 -0.0215546 -0.0307249 -0.0128211 7704 7704 23112 -0.0184004 -0.0262288 -0.0109449 0.0188618
838.5 0.00633952 0.00667096 0.00696517 -0.0232659 -0.0301576 -0.0133455 7704 7704 23112 -0.0198494 -0.025729 -0.0113857 0.0214338
840 0.00634912 0.00667959 0.00697165 -0.0224409 -0.0300389 -0.0144578 7704 7704 23112 -0.019134 -0.0256124 -0.0123273 0.0190114
841.5 0.00635925 0.00668786 0.00697814 -0.0232921 -0.0291689 -0.0145328 7704 7704 23112 -0.0198478 -0.0248556 -0.0123838 0.017661
843 0.00636927 0.00669645 0.00698452 -0.0252587 -0.0267494 -0.0140572 7704 7704 23112 -0.0215106 -0.0227801 -0.0119713 0.0189956
844.5 0.00637922 0.00670526 0.00699014 -0.0258542 -0.0252746 -0.0139753 7704 7704 23112 -0.0220045 -0.0215111 -0.0118944 0.0214133
846 0.006389 0.00671359 0.00699587 -0.027273 -0.0248777 -0.013117 7704 7704 23112 -0.0231979 -0.0211605 -0.0111571 0.0253242
847.5 0.00639844 0.0067218 0.00700188 -0.0304172 -0.0230307 -0.0110415 7704 7704 23112 -0.0258566 -0.0195776 -0.00938596 0.0235128
849 0.0064074 0.00672994 0.00700643 -0.0316975 -0.0229823 -0.00837275 7704 7704 23112 -0.0269285 -0.0195245 -0.00711305 0.017267
850.5 0.006416 0.00673822 0.00701047 -0.0322107 -0.0251814 -0.00709834 7704 7704 23112 -0.0273478 -0.0213797 -0.0060267 0.0146339
852 0.00642424 0.00674564 0.00701452 -0.0350021 -0.0241154 -0.0049848 7704 7704 23112 -0.0296997 -0.0204622 -0.00422966 0.0191073
853.5 0.00643254 0.00675284 0.00701871 -0.0369327 -0.022163 -0.00279987 7704 7704 23112 -0.0313186 -0.018794 -0.00237427 0.0172699
855 0.00644079 0.00675975 0.0070226 -0.0352764 -0.0205898 -0.000867383 7704 7704 23112 -0.0298957 -0.0174493 -0.00073508 0.011348
856.5 0.00644962 0.0067664 0.00702677 -0.0361504 -0.0179613 0.00262816 7704 7704 23112 -0.0306175 -0.0152123 0.00222592 0.0129575
858 0.00645826 0.00677352 0.00703153 -0.0376562 -0.0163486 0.00449286 7704 7704 23112 -0.0318732 -0.0138379 0.00380287 0.0118184
859.5 0.00646676 0.00678093 0.00703572 -0.0356156 -0.0161762 0.00594973 7704 7704 23112 -0.0301273 -0.0136835 0.00503289 0.00629167
861 0.00647516 0.00678786 0.0070405 -0.0338387 -0.0163477 0.00842181 7704 7704 23112 -0.0286065 -0.01382 0.00711961 0.00247375
862.5 0.00648315 0.00679467 0.00704606 -0.0349734 -0.0159315 0.0110583 7704 7704 23112 -0.0295474 -0.0134598 0.00934268 -0.00429547
864 0.00649054 0.00680151 0.00705107 -0.0352946 -0.0169922 0.0128578 7704 7704 23112 -0.0298002 -0.014347 0.0108562 -0.00826689
865.5 0.00649757 0.00680838 0.00705604 -0.0332082 -0.0173617 0.0136605 7704 7704 23112 -0.0280211 -0.0146498 0.0115268 -0.00488713
867 0.00650425 0.00681439 0.00706144 -0.0323815 -0.0145709 0.0151345 7704 7704 23112 -0.0273065 -0.0122872 0.0127625 -0.000829114
868.5 0.00651093 0.00682035 0.00706774 -0.0311594 -0.013209 0.016073 7704 7704 23112 -0.0262594 -0.0111319 0.0135455 -0.0069754
870 0.00651762 0.00682603 0.00707398 -0.0286358 -0.0132389 0.0168704 7704 7704 23112 -0.0241176 -0.01115 0.0142085 -0.0152171
871.5 0.00652496 0.00683153 0.00708112 -0.0291173 -0.0116586 0.0173539 7704 7704 23112 -0.0245076 -0.00981286 0.0146066 -0.0191638
873 0.00653201 0.00683764 0.00708924 -0.0294981 -0.0110937 0.0170051 7704 7704 23112 -0.0248126 -0.00933153 0.014304 -0.0251266
874.5 0.00653899 0.00684405 0.00709686 -0.0265213 -0.011386 0.0167303 7704 7704 23112 -0.0222945 -0.00957133 0.0140639 -0.0215402
876 0.00654599 0.00685003 0.00710535 -0.0241341 -0.0105662 0.0163914 7704 7704 23112 -0.0202749 -0.00887658 0.0137703 -0.0233682
877.5 0.0065526 0.00685586 0.00711482 -0.02429 -0.0107241 0.0155454 7704 7704 23112 -0.0203929 -0.00900355 0.0130513 -0.0302018
879 0.00655857 0.00686165 0.00712377 -0.0227281 -0.0125234 0.0133125 7704 7704 23112 -0.0190695 -0.0105075 0.0111695 -0.0274311
880.5 0.0065643 0.00686733 0.00713256 -0.019558 -0.0113524 0.0113124 7704 7704 23112 -0.0163992 -0.00951887 0.00948537 -0.0268931
882 0.00656978 0.00687232 0.00714179 -0.0167095 -0.00792622 0.00981133 7704 7704 23112 -0.0140018 -0.00664183 0.00822148 -0.0338471
883.5 0.0065753 0.00687743 0.00715173 -0.0131025 -0.00679579 0.00818675 7704 7704 23112 -0.0109723 -0.00569093 0.00685575 -0.037724
885 0.00658095 0.00688227 0.00716141 -0.0106237 -0.00648233 0.00668423 7704 7704 23112 -0.00889076 -0.00542495 0.00559392 -0.0352611
886.5 0.00658732 0.00688695 0.0071718 -0.0098848 -0.00398924 0.00395653 7704 7704 23112 -0.00826711 -0.00333639 0.00330903 -0.035212
888 0.00659338 0.00689244 0.00718259 -0.00841559 -0.00163038 0.00233516 7704 7704 23112 -0.00703381 -0.00136269 0.00195174 -0.0333964
889.5 0.00659945 0.00689823 0.00719276 -0.00538205 -8.53271e-05 0.00150214 7704 7704 23112 -0.00449546 -7.1271e-05 0.00125469 -0.0224361
891 0.00660565 0.00690372 0.00720338 -0.0025635 0.00239926 -0.000404703 7704 7704 23112 -0.00213982 0.00200273 -0.000337816 -0.016283
892.5 0.00661155 0.00690917 0.00721463 -0.000831405 0.00308501 -0.00259387 7704 7704 23112 -0.000693547 0.00257348 -0.00216377 -0.0127198
894 0.00661685 0.00691459 0.00722464 0.00105776 0.00292894 -0.00496507 7704 7704 23112 0.000881798 0.0024417 -0.00413911 -0.00244058
895.5 0.00662202 0.00691987 0.00723374 0.00246535 0.00622534 -0.0065678 7704 7704 23112 0.00205389 0.00518634 -0.00547165 -0.00123873
897 0.00662703 0.00692482 0.00724288 0.00416285 0.0107703 -0.00787051 7704 7704 23112 0.00346582 0.00896692 -0.00655266 -0.00715622
898.5 0.00663222 0.00693008 0.00725236 0.00770909 0.0131152 -0.00872841 7704 7704 23112 0.00641407 0.0109121 -0.00726216 -0.00252935
900 0.00663768 0.0069352 0.00726133 0.00923346 0.0154548 -0.00958854 7704 7704 23112 0.00767734 0.0128502 -0.00797258 0.00267627
901.5 0.0066439 0.00694024 0.00727064 0.00984685 0.0177382 -0.0105504 7704 7704 23112 0.00818199 0.0147391 -0.00876655 0.00286235
903 0.0066499 0.00694629 0.00727991 0.0109431 0.0191561 -0.0107637 7704 7704 23112 0.00908693 0.0159068 -0.00893796 0.0100531
904.5 0.006656 0.00695276 0.00728854 0.0117706 0.0197394 -0.0106504 7704 7704 23112 0.00976758 0.0163804 -0.00883804 0.012864
906 0.00666233 0.00695907 0.0072974 0.0131343 0.0195514 -0.0112614 7704 7704 23112 0.010892 0.0162136 -0.00933883 0.0138128
907.5 0.00666843 0.00696537 0.00730657 0.0148052 0.0184791 -0.0112278 7704 7704 23112 0.0122695 0.0153143 -0.00930488 0.0173893
909 0.00667404 0.00697169 0.00731425 0.0159056 0.0183978 -0.0106685 7704 7704 23112 0.0131728 0.0152367 -0.00883548 0.0146395
910.5 0.00667959 0.00697791 0.00732079 0.0154409 0.0209189 -0.0106453 7704 7704 23112 0.0127794 0.0173132 -0.00881037 0.0128554
912 0.00668502 0.00698413 0.00732732 0.0160125 0.0214773 -0.0103126 7704 7704 23112 0.0132436 0.0177635 -0.00852939 0.0170826
913.5 0.00669074 0.00699069 0.00733409 0.017847 0.0203182 -0.0101276 7704 7704 23112 0.014751 0.0167936 -0.00837071 0.0144713
915 0.00669684 0.00699727 0.00734039 0.0171902 0.0200265 -0.00996455 7704 7704 23112 0.0141987 0.0165414 -0.00823047 0.00934857
916.5 0.00670367 0.00700382 0.00734697 0.0169574 0.01836 -0.00983804 7704 7704 23112 0.013997 0.0151548 -0.00812053 0.00683437
918 0.00671035 0.0070114 0.0073536 0.0174813 0.0157955 -0.00942291 7704 7704 23112 0.0144197 0.0130292 -0.00777265 0.00470805
919.5 0.00671718 0.00701929 0.00735962 0.0167321 0.0125504 -0.00885786 7704 7704 23112 0.0137925 0.0103454 -0.00730164 -0.0053998
921 0.00672423 0.00702694 0.00736596 0.0152528 0.00993451 -0.00929257 7704 7704 23112 0.0125646 0.00818361 -0.0076548 -0.0126996
922.5 0.00673108 0.00703447 0.00737246 0.0155056 0.00790325 -0.00950435 7704 7704 23112 0.0127642 0.00650595 -0.00782396 -0.0154369
924 0.00673752 0.00704187 0.00737782 0.0157738 0.00545602 -0.00766262 7704 7704 23112 0.0129761 0.00448834 -0.00630358 -0.0197262
925.5 0.00674386 0.00704908 0.00738231 0.0138509 0.00359103 -0.00705979 7704 7704 23112 0.0113865 0.00295212 -0.00580373 -0.0131711
927 0.00675003 0.00705634 0.00738679 0.0127083 0.000961871 -0.00736907 7704 7704 23112 0.0104402 0.000790199 -0.00605386 -0.00314171
928.5 0.00675654 0.00706371 0.00739162 0.0119729 -0.0021791 -0.00676189 7704 7704 23112 0.00982927 -0.00178896 -0.00555125 -0.00203905
930 0.00676339 0.00707099 0.00739597 0.0103557 -0.00464574 -0.00626424 7704 7704 23112 0.00849581 -0.00381137 -0.00513919 -0.00561575
931.5 0.00677089 0.00707802 0.00740069 0.0098353 -0.00728736 -0.00567685 7704 7704 23112 0.00806337 -0.00597446 -0.00465411 -0.00406745
933 0.00677826 0.00708584 0.00740551 0.00944479 -0.00999678 -0.00519764 7704 7704 23112 0.0077379 -0.00819014 -0.0042583 -0.00459842
934.5 0.00678571 0.00709378 0.00740991 0.00762587 -0.011304 -0.00473695 7704 7704 23112 0.0062434 -0.00925473 -0.0038782 -0.00321076
936 0.00679329 0.00710131 0.00741464 0.00449049 -0.0113229 -0.00455091 7704 7704 23112 0.00367389 -0.00926384 -0.00372333 0.000488722
937.5 0.00680059 0.00710862 0.00741948 0.00380773 -0.0107835 -0.00467492 7704 7704 23112 0.00311314 -0.00881644 -0.00382215 0.00378224
939 0.00680753 0.0071157 0.00742319 0.00344811 -0.010999 -0.00362973 7704 7704 23112 0.00281717 -0.00898636 -0.00296556 0.0150674
940.5 0.00681431 0.00712243 0.00742653 0.00114857 -0.0125052 -0.00298145 7704 7704 23112 0.000937751 -0.0102099 -0.00243421 0.0260809
942 0.00682087 0.00712909 0.00742965 -0.000652532 -0.01271 -0.00368506 7704 7704 23112 -0.000532391 -0.0103699 -0.00300658 0.0270856
943.5 0.00682773 0.00713573 0.00743318 -0.00204649 -0.0118611 -0.00340922 7704 7704 23112 -0.00166854 -0.00967059 -0.00277959 0.036972
945 0.00683485 0.0071422 0.00743637 -0.00362492 -0.0105594 -0.00209885 7704 7704 23112 -0.00295339 -0.00860322 -0.00171003 0.0421059
946.5 0.00684255 0.00714845 0.00744021 -0.00528744 -0.00977209 -0.000137197 7704 7704 23112 -0.00430492 -0.00795623 -0.000111703 0.0432611
948 0.00685006 0.00715545 0.00744444 -0.00591834 -0.00935458 0.00120504 7704 7704 23112 -0.00481521 -0.00761097 0.000980433 0.0463041
949.5 0.0068576 0.00716249 0.00744845 -0.00694485 -0.00718936 0.00257122 7704 7704 23112 -0.00564642 -0.00584522 0.0020905 0.0485489
951 0.00686515 0.00716924 0.00745308 -0.0101102 -0.00492189 0.00426939 7704 7704 23112 -0.00821416 -0.00399887 0.00346873 0.0461549
952.5 0.0068723 0.00717583 0.00745802 -0.0122021 -0.00339048 0.00539279 7704 7704 23112 -0.00990678 -0.0027527 0.00437837 0.0421517
954 0.00687909 0.00718231 0.00746197 -0.0136902 -0.00256557 0.00579302 7704 7704 23112 -0.0111071 -0.00208149 0.00469999 0.0467226
955.5 0.00688562 0.00718841 0.00746591 -0.0166199 -0.00296409 0.00646697 7704 7704 23112 -0.0134745 -0.00240312 0.00524306 0.0398364
957 0.00689183 0.00719439 0.00746959 -0.0190647 -0.00198266 0.00645669 7704 7704 23112 -0.0154456 -0.00160629 0.00523102 0.0242714
958.5 0.00689828 0.0072005 0.0074736 -0.0207332 0.000609215 0.00636713 7704 7704 23112 -0.0167855 0.000493217 0.00515479 0.0195973
960 0.00690494 0.00720653 0.0074775 -0.0219799 0.00204457 0.00728935 7704 7704 23112 -0.0177821 0.00165409 0.00589721 0.0181144
961.5 0.00691214 0.00721238 0.00748235 -0.0231567 0.00285001 0.00830208 7704 7704 23112 -0.0187208 0.00230406 0.00671173 0.0117648
963 0.00691912 0.00721908 0.00748806 -0.023133 0.00464842 0.00840364 7704 7704 23112 -0.0186883 0.00375528 0.00678898 0.000832401
964.5 0.00692616 0.00722595 0.00749358 -0.0234999 0.00514934 0.00764192 7704 7704 23112 -0.0189711 0.00415697 0.00616919 -0.00674911
966 0.00693312 0.0072326 0.00749998 -0.0260351 0.00361553 0.00794156 7704 7704 23112 -0.0210026 0.00291666 0.00640648 -0.0160529
967.5 0.00693958 0.00723908 0.00750694 -0.0280638 0.00252857 0.00805797 7704 7704 23112 -0.0226229 0.00203833 0.0064957 -0.0298988
969 0.00694559 0.00724548 0.00751295 -0.0290015 0.00246218 0.00595369 7704 7704 23112 -0.0233619 0.00198339 0.00479594 -0.0393723
970.5 0.00695132 0.00725155 0.00751858 -0.0304962 0.000616237 0.00481131 7704 7704 23112 -0.0245482 0.000496045 0.0038729 -0.0543461
972 0.00695659 0.00725735 0.00752411 -0.0327534 -0.00312425 0.00442626 7704 7704 23112 -0.0263461 -0.00251307 0.00356038 -0.0635768
973.5 0.00696199 0.00726328 0.00752969 -0.0348352 -0.00474518 0.00328016 7704 7704 23112 -0.0280003 -0.00381414 0.00263657 -0.0685129
975 0.00696756 0.00726913 0.00753527 -0.0358075 -0.00525414 0.00297986 7704 7704 23112 -0.0287609 -0.00422016 0.00239344 -0.0674758
976.5 0.00697365 0.00727485 0.00754178 -0.0366238 -0.00611393 0.00164846 7704 7704 23112 -0.0293951 -0.00490718 0.00132309 -0.0694378
978 0.00697947 0.00728141 0.00754901 -0.0364454 -0.00649271 0.00016444 7704 7704 23112 -0.0292305 -0.00520739 0.000131887 -0.0745357
979.5 0.00698539 0.00728822 0.00755574 -0.0360578 -0.0074399 -0.00228937 7704 7704 23112 -0.0288985 -0.0059627 -0.00183481 -0.0718443
981 0.00699112 0.00729463 0.00756283 -0.0369091 -0.00960829 -0.00425612 7704 7704 23112 -0.0295591 -0.00769492 -0.00340856 -0.065511
982.5 0.00699627 0.00730082 0.00757045 -0.0378813 -0.0110837 -0.00531912 7704 7704 23112 -0.0303154 -0.00886995 -0.00425675 -0.0600585
984 0.00700091 0.00730687 0.00757673 -0.0387373 -0.0113739 -0.0075603 7704 7704 23112 -0.0309776 -0.0090955 -0.00604586 -0.0590244
985.5 0.00700522 0.00731261 0.00758194 -0.0389942 -0.0133066 -0.00814326 7704 7704 23112 -0.0311601 -0.0106333 -0.00650724 -0.0529492
987 0.007009 0.00731782 0.00758708 -0.0403637 -0.0170986 -0.00806941 7704 7704 23112 -0.0322306 -0.0136533 -0.00644346 -0.0479042
988.5 0.00701282 0.00732297 0.00759194 -0.0420291 -0.0185156 -0.00872024 7704 7704 23112 -0.0335356 -0.0147739 -0.00695799 -0.0479506
990 0.00701674 0.00732794 0.00759663 -0.0411723 -0.0179595 -0.00868717 7704 7704 23112 -0.0328275 -0.0143195 -0.00692646 -0.0402587
991.5 0.00702117 0.00733281 0.0076021 -0.0394922 -0.018016 -0.00921074 7704 7704 23112 -0.0314646 -0.0143538 -0.00733845 -0.0305721
993 0.00702533 0.00733841 0.00760786 -0.0375859 -0.0193564 -0.00987068 7704 7704 23112 -0.0299234 -0.0154103 -0.00785839 -0.0175585
994.5 0.0070297 0.00734427 0.00761296 -0.0362841 -0.0195975 -0.0103456 7704 7704 23112 -0.0288654 -0.0155906 -0.00823032 -0.00805964
996 0.00703386 0.0073496 0.00761781 -0.0347601 -0.0188847 -0.0103064 7704 7704 23112 -0.0276323 -0.0150123 -0.00819305 0.000889746
997.5 0.00703749 0.00735472 0.00762328 -0.0332585 -0.0192357 -0.00952382 7704 7704 23112 -0.0264188 -0.0152799 -0.00756523 0.0141049
999 0.0070406 0.00735961 0.00762725 -0.0337826 -0.0191451 -0.00817114 7704 7704 23112 -0.026815 -0.0151965 -0.00648586 0.0196917
1000.5 0.00704339 0.00736427 0.00763025 -0.0331314 -0.018028 -0.0061147 7704 7704 23112 -0.0262783 -0.0142989 -0.0048499 0.0339465
1002 0.00704569 0.00736825 0.00763336 -0.0331527 -0.0187784 -0.00443549 7704 7704 23112 -0.0262754 -0.0148829 -0.00351538 0.0444035
1003.5 0.00704795 0.00737203 0.00763629 -0.0334465 -0.0204145 -0.00389884 7704 7704 23112 -0.0264882 -0.0161674 -0.00308772 0.0449433
1005 0.00705038 0.00737561 0.00763897 -0.031531 -0.020034 -0.00396503 7704 7704 23112 -0.0249523 -0.015854 -0.00313776 0.0423967
1006.5 0.00705339 0.00737923 0.00764256 -0.0295794 -0.0187003 -0.00353561 7704 7704 23112 -0.0233901 -0.0147874 -0.00279581 0.0484129
1008 0.00705618 0.00738356 0.0076464 -0.0264443 -0.018461 -0.00295312 7704 7704 23112 -0.0208951 -0.0145871 -0.00233343 0.059673
1009.5 0.00705933 0.00738819 0.00764965 -0.0240026 -0.0187838 -0.000941905 7704 7704 23112 -0.0189514 -0.0148308 -0.000743684 0.0626372
1011 0.00706234 0.00739229 0.00765289 -0.0214485 -0.0182613 0.000295246 7704 7704 23112 -0.0169218 -0.0144072 0.000232934 0.0661996
1012.5 0.00706496 0.00739624 0.00765689 -0.0169012 -0.0181645 0.00054626 7704 7704 23112 -0.013324 -0.0143199 0.000430642 0.0669009
1014 0.00706714 0.00739996 0.00765969 -0.0152345 -0.0185994 0.00212373 7704 7704 23112 -0.0120009 -0.0146516 0.00167295 0.0681341
1015.5 0.00706897 0.00740356 0.00766207 -0.0141235 -0.0170484 0.00285272 7704 7704 23112 -0.0111171 -0.0134195 0.00224548 0.070399
1017 0.00707042 0.0074066 0.0076648 -0.0131947 -0.0169039 0.00324327 7704 7704 23112 -0.010378 -0.0132954 0.00255093 0.0682548
1018.5 0.00707178 0.00740936 0.00766763 -0.0126457 -0.0185781 0.0032497 7704 7704 23112 -0.00993856 -0.014601 0.00255402 0.0653092
1020 0.00707339 0.00741181 0.00767006 -0.00964101 -0.0191915 0.00195258 7704 7704 23112 -0.00757125 -0.0150714 0.00153339 0.0543777
1021.5 0.00707564 0.00741434 0.00767332 -0.00618456 -0.0185206 0.00173586 7704 7704 23112 -0.00485308 -0.0145333 0.00136214 0.0497385
1023 0.00707776 0.00741761 0.00767698 -0.00237391 -0.0186598 0.00172967 7704 7704 23112 -0.00186138 -0.0146312 0.00135623 0.0481675
1024.5 0.00708045 0.0074211 0.00768016 0.00136953 -0.0194629 0.0026956 7704 7704 23112 0.00107302 -0.015249 0.00211198 0.0436534
1026 0.00708311 0.00742412 0.00768387 0.00504395 -0.0191672 0.0037954 7704 7704 23112 0.0039488 -0.0150056 0.00297134 0.0431587
1027.5 0.00708554 0.00742703 0.00768831 0.00942325 -0.0185213 0.00419587 7704 7704 23112 0.00737151 -0.0144886 0.0032823 0.0392294
1029 0.00708772 0.00742972 0.00769194 0.0117434 -0.017259 0.00436282 7704 7704 23112 0.0091793 -0.0134906 0.00341023 0.0393156
1030.5 0.00708957 0.00743237 0.00769526 0.0131842 -0.0160036 0.00320234 7704 7704 23112 0.0102975 -0.0124995 0.00250117 0.0340217
1032 0.00709115 0.00743449 0.00769882 0.0137061 -0.0150985 0.00246665 7704 7704 23112 0.0106967 -0.0117833 0.00192505 0.0271229
1033.5 0.00709261 0.00743626 0.00770262 0.0140955 -0.0137912 0.00313713 7704 7704 23112 0.0109919 -0.0107546 0.00244639 0.0249345
1035 0.00709437 0.00743771 0.00770603 0.0167835 -0.0124517 0.00382656 7704 7704 23112 0.0130777 -0.00970236 0.00298166 0.0218684
1036.5 0.00709688 0.00743922 0.0077102 0.019431 -0.011017 0.00378173 7704 7704 23112 0.0151287 -0.00857766 0.0029444 0.0167239
1038 0.0070994 0.00744152 0.00771479 0.0220459 -0.00985491 0.00366174 7704 7704 23112 0.017151 -0.00766682 0.00284872 0.00852352
1039.5 0.00710264 0.00744401 0.00771895 0.0256285 -0.00833843 0.00427647 7704 7704 23112 0.0199223 -0.00648189 0.00332432 -0.0018875
1041 0.00710599 0.00744612 0.00772403 0.0287454 -0.00601704 0.00524311 7704 7704 23112 0.0223275 -0.00467364 0.0040725 -0.00732283
1042.5 0.00710923 0.00744821 0.00772982 0.0319569 -0.00478707 0.00547819 7704 7704 23112 0.0248022 -0.00371531 0.00425171 -0.0106644
1044 0.00711237 0.00745018 0.00773485 0.0338958 -0.00261802 0.00515444 7704 7704 23112 0.026286 -0.00203027 0.00399725 -0.017211
1045.5 0.00711521 0.00745225 0.00773941 0.0339478 -0.000195859 0.00442843 7704 7704 23112 0.0263053 -0.000151767 0.00343148 -0.0253254
1047 0.00711779 0.00745388 0.00774402 0.0340783 0.00176041 0.0043168 7704 7704 23112 0.0263853 0.001363 0.0033423 -0.0329455
1048.5 0.00712022 0.00745528 0.0077489 0.033952 0.00440228 0.00528643 7704 7704 23112 0.0262664 0.00340575 0.00408976 -0.0404438
1050 0.00712298 0.00745647 0.00775369 0.0341819 0.00752706 0.00648744 7704 7704 23112 0.026423 0.0058185 0.00501486 -0.0424983
1051.5 0.00712655 0.00745785 0.00775932 0.0342201 0.0108185 0.00660656 7704 7704 23112 0.0264312 0.00835607 0.00510282 -0.0484883
